01-10-2021 09:59:36 Se inicia el registro: logRestHopu
01-10-2021 17:04:37 Se graban todos los datos correctamente
01-10-2021 17:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:05:07 Se graban todos los datos correctamente
01-10-2021 17:05:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:05:37 Se graban todos los datos correctamente
01-10-2021 17:06:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:06:07 Se graban todos los datos correctamente
01-10-2021 17:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:06:37 Se graban todos los datos correctamente
01-10-2021 17:07:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:07:07 Se graban todos los datos correctamente
01-10-2021 17:07:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:07:37 Se graban todos los datos correctamente
01-10-2021 17:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:08:07 Se graban todos los datos correctamente
01-10-2021 17:08:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:08:37 Se graban todos los datos correctamente
01-10-2021 17:09:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:09:07 Se graban todos los datos correctamente
01-10-2021 17:09:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:09:37 Se graban todos los datos correctamente
01-10-2021 17:10:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:10:07 Se graban todos los datos correctamente
01-10-2021 17:10:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:10:37 Se graban todos los datos correctamente
01-10-2021 17:11:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:11:07 Se graban todos los datos correctamente
01-10-2021 17:11:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:11:37 Se graban todos los datos correctamente
01-10-2021 17:12:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:12:07 Se graban todos los datos correctamente
01-10-2021 17:12:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:12:37 Se graban todos los datos correctamente
01-10-2021 17:13:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:13:07 Se graban todos los datos correctamente
01-10-2021 17:13:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:13:37 Se graban todos los datos correctamente
01-10-2021 17:14:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:14:07 Se graban todos los datos correctamente
01-10-2021 17:14:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:14:37 Se graban todos los datos correctamente
01-10-2021 17:15:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:15:07 Se graban todos los datos correctamente
01-10-2021 17:15:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:15:37 Se graban todos los datos correctamente
01-10-2021 17:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:16:07 Se graban todos los datos correctamente
01-10-2021 17:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:16:37 Se graban todos los datos correctamente
01-10-2021 17:17:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:17:07 Se graban todos los datos correctamente
01-10-2021 17:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:17:37 Se graban todos los datos correctamente
01-10-2021 17:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:18:07 Se graban todos los datos correctamente
01-10-2021 17:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:18:37 Se graban todos los datos correctamente
01-10-2021 17:19:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:19:07 Se graban todos los datos correctamente
01-10-2021 17:19:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:19:37 Se graban todos los datos correctamente
01-10-2021 17:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:20:07 Se graban todos los datos correctamente
01-10-2021 17:20:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:20:38 Se graban todos los datos correctamente
01-10-2021 17:21:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:21:07 Se graban todos los datos correctamente
01-10-2021 17:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:21:37 Se graban todos los datos correctamente
01-10-2021 17:22:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:22:07 Se graban todos los datos correctamente
01-10-2021 17:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:22:37 Se graban todos los datos correctamente
01-10-2021 17:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:23:07 Se graban todos los datos correctamente
01-10-2021 17:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:23:37 Se graban todos los datos correctamente
01-10-2021 17:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:24:07 Se graban todos los datos correctamente
01-10-2021 17:24:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:24:37 Se graban todos los datos correctamente
01-10-2021 17:25:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:25:07 Se graban todos los datos correctamente
01-10-2021 17:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:25:37 Se graban todos los datos correctamente
01-10-2021 17:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:26:07 Se graban todos los datos correctamente
01-10-2021 17:26:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:26:37 Se graban todos los datos correctamente
01-10-2021 17:27:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:27:07 Se graban todos los datos correctamente
01-10-2021 17:27:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:27:37 Se graban todos los datos correctamente
01-10-2021 17:28:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:28:07 Se graban todos los datos correctamente
01-10-2021 17:28:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:28:37 Se graban todos los datos correctamente
01-10-2021 17:29:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:29:07 Se graban todos los datos correctamente
01-10-2021 17:29:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:29:37 Se graban todos los datos correctamente
01-10-2021 17:30:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:30:07 Se graban todos los datos correctamente
01-10-2021 17:30:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:30:37 Se graban todos los datos correctamente
01-10-2021 17:31:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:31:07 Se graban todos los datos correctamente
01-10-2021 17:31:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:31:37 Se graban todos los datos correctamente
01-10-2021 17:32:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:32:07 Se graban todos los datos correctamente
01-10-2021 17:32:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:32:37 Se graban todos los datos correctamente
01-10-2021 17:33:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:33:07 Se graban todos los datos correctamente
01-10-2021 17:33:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:33:37 Se graban todos los datos correctamente
01-10-2021 17:34:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:34:07 Se graban todos los datos correctamente
01-10-2021 17:34:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:34:37 Se graban todos los datos correctamente
01-10-2021 17:35:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:35:07 Se graban todos los datos correctamente
01-10-2021 17:35:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:35:37 Se graban todos los datos correctamente
01-10-2021 17:36:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:36:07 Se graban todos los datos correctamente
01-10-2021 17:36:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:36:37 Se graban todos los datos correctamente
01-10-2021 17:37:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:37:07 Se graban todos los datos correctamente
01-10-2021 17:37:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:37:37 Se graban todos los datos correctamente
01-10-2021 17:38:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:38:07 Se graban todos los datos correctamente
01-10-2021 17:38:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:38:37 Se graban todos los datos correctamente
01-10-2021 17:39:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:39:07 Se graban todos los datos correctamente
01-10-2021 17:39:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:39:37 Se graban todos los datos correctamente
01-10-2021 17:40:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:40:07 Se graban todos los datos correctamente
01-10-2021 17:40:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:40:37 Se graban todos los datos correctamente
01-10-2021 17:41:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:41:07 Se graban todos los datos correctamente
01-10-2021 17:41:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:41:37 Se graban todos los datos correctamente
01-10-2021 17:42:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:42:07 Se graban todos los datos correctamente
01-10-2021 17:42:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:42:37 Se graban todos los datos correctamente
01-10-2021 17:43:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:43:07 Se graban todos los datos correctamente
01-10-2021 17:43:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:43:37 Se graban todos los datos correctamente
01-10-2021 17:44:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:44:07 Se graban todos los datos correctamente
01-10-2021 17:44:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:44:37 Se graban todos los datos correctamente
01-10-2021 17:45:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:45:07 Se graban todos los datos correctamente
01-10-2021 17:45:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:45:37 Se graban todos los datos correctamente
01-10-2021 17:46:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:46:07 Se graban todos los datos correctamente
01-10-2021 17:46:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:46:37 Se graban todos los datos correctamente
01-10-2021 17:47:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:47:07 Se graban todos los datos correctamente
01-10-2021 17:47:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:47:37 Se graban todos los datos correctamente
01-10-2021 17:48:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:48:07 Se graban todos los datos correctamente
01-10-2021 17:48:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:48:37 Se graban todos los datos correctamente
01-10-2021 17:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:49:07 Se graban todos los datos correctamente
01-10-2021 17:49:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:49:37 Se graban todos los datos correctamente
01-10-2021 17:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:50:07 Se graban todos los datos correctamente
01-10-2021 17:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:50:37 Se graban todos los datos correctamente
01-10-2021 17:51:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:51:07 Se graban todos los datos correctamente
01-10-2021 17:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:51:37 Se graban todos los datos correctamente
01-10-2021 17:52:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:52:07 Se graban todos los datos correctamente
01-10-2021 17:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:52:37 Se graban todos los datos correctamente
01-10-2021 17:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:53:07 Se graban todos los datos correctamente
01-10-2021 17:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:53:37 Se graban todos los datos correctamente
01-10-2021 17:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:54:07 Se graban todos los datos correctamente
01-10-2021 17:54:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:54:37 Se graban todos los datos correctamente
01-10-2021 17:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:55:07 Se graban todos los datos correctamente
01-10-2021 17:55:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:55:37 Se graban todos los datos correctamente
01-10-2021 17:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:56:07 Se graban todos los datos correctamente
01-10-2021 17:56:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:56:37 Se graban todos los datos correctamente
01-10-2021 17:57:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:57:07 Se graban todos los datos correctamente
01-10-2021 17:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:57:37 Se graban todos los datos correctamente
01-10-2021 17:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:58:07 Se graban todos los datos correctamente
01-10-2021 17:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:58:37 Se graban todos los datos correctamente
01-10-2021 17:59:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:59:07 Se graban todos los datos correctamente
01-10-2021 17:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 17:59:37 Se graban todos los datos correctamente
01-10-2021 18:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 18:00:07 Se graban todos los datos correctamente
01-10-2021 18:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 18:00:37 Se graban todos los datos correctamente
01-10-2021 18:01:06 El dispositivo responde -> operationalStatus: CONNECTED
